,RMSD_6eqe_1
4774,0.18873176
4775,0.18166383
4776,0.18512207
4777,0.17641294
4778,0.18350531
4779,0.18295021
4780,0.1827662
4781,0.18796574
4782,0.18470438
4783,0.1815417
4784,0.18302545
4785,0.17686175
4786,0.18409613
4787,0.18690495
4788,0.1793066
4789,0.18237665
4790,0.17943165
4791,0.1905317
4792,0.17844585
4793,0.178383
4794,0.1877622
4795,0.1880376
4796,0.18140545
4797,0.18527623
4798,0.18763454
4799,0.18170872
4800,0.18402411
4801,0.17340194
4802,0.18028204
4803,0.19040456
4804,0.1773468
4805,0.17217007
4806,0.17342252
4807,0.17825003
4808,0.17865287
4809,0.17750771
4810,0.17790648
4811,0.18201849
4812,0.18151082
4813,0.17563383
4814,0.18266158
4815,0.17842585
4816,0.18359281
4817,0.17917576
4818,0.18201989
4819,0.174501
4820,0.17993386
4821,0.17752065
4822,0.1735768
4823,0.19036841
4824,0.18461189
4825,0.18320502
4826,0.18835455
4827,0.17761251
4828,0.17913875
4829,0.18365528
4830,0.18173537
4831,0.18895179
4832,0.1881555
4833,0.18589844
4834,0.18642426
4835,0.18472508
4836,0.18851553
4837,0.18515511
4838,0.17525461
4839,0.18079457
4840,0.18111715
4841,0.18440603
4842,0.18489058
4843,0.18650354
4844,0.17380133
4845,0.18353587
4846,0.18029335
4847,0.18551548
4848,0.18581066
4849,0.18659236
4850,0.18174519
4851,0.18037532
4852,0.17624813
4853,0.18139842
4854,0.18758835
4855,0.18670708
4856,0.18740344
4857,0.18276063
4858,0.18213049
4859,0.18192324
4860,0.1806126
4861,0.18105522
4862,0.18404351
4863,0.18396454
4864,0.17814562
4865,0.1835317
4866,0.17320338
4867,0.17600355
4868,0.17596008
4869,0.1704245
4870,0.17146239
4871,0.17475353
4872,0.1703527
4873,0.17162138
4874,0.17506687
4875,0.18427052
4876,0.1763291
4877,0.17200862
4878,0.17226185
4879,0.17540582
4880,0.18190782
4881,0.18347752
4882,0.18080303
4883,0.19177456
4884,0.18500224
4885,0.18315352
4886,0.18925375
4887,0.18997566
4888,0.18904619
4889,0.19208004
4890,0.18734904
4891,0.17976661
4892,0.18391187
4893,0.19013125
4894,0.19081779
4895,0.1832384
4896,0.18269506
4897,0.18055753
4898,0.18097778
4899,0.1867767
4900,0.1807565
4901,0.18589981
4902,0.1787898
4903,0.19063067
4904,0.18978503
4905,0.17491537
4906,0.17802824
4907,0.18730685
4908,0.18729596
4909,0.18711758
4910,0.19271731
4911,0.18147288
4912,0.18202129
4913,0.1816554
4914,0.17999618
4915,0.18168487
4916,0.1838994
4917,0.17979497
4918,0.1856336
4919,0.18152486
4920,0.1864639
4921,0.18668523
4922,0.18540688
4923,0.18567067
4924,0.18279967
4925,0.1876196
4926,0.19232407
4927,0.18335801
4928,0.18944088
4929,0.18679444
4930,0.18306722
4931,0.19039117
4932,0.18811485
4933,0.18292652
4934,0.18666612
4935,0.18994883
4936,0.1861766
4937,0.19692264
4938,0.19461796
4939,0.19164957
4940,0.19346057
4941,0.19948201
4942,0.18802676
4943,0.19397245
4944,0.18551959
4945,0.19293544
4946,0.19808425
4947,0.18780157
4948,0.18324536
4949,0.18872501
4950,0.18673028
4951,0.18562812
4952,0.18877903
4953,0.1884939
4954,0.19254395
4955,0.18686129
4956,0.18615194
4957,0.19187821
4958,0.196661
4959,0.1937305
4960,0.18587376
4961,0.19182639
4962,0.19437024
4963,0.18881413
4964,0.19424824
4965,0.18608895
4966,0.190624
4967,0.18956327
4968,0.19516076
4969,0.19081378
4970,0.1903068
4971,0.1896762
4972,0.18575166
4973,0.18937223
4974,0.19872536
4975,0.19327997
4976,0.19475412
4977,0.18855204
4978,0.19583617
4979,0.20061101
4980,0.18934801
4981,0.1936489
4982,0.19222862
4983,0.20238465
4984,0.20210484
4985,0.19325228
4986,0.19918917
4987,0.19709861
4988,0.1933815
4989,0.19166154
4990,0.20393299
4991,0.20694567
4992,0.19362521
4993,0.1917998
4994,0.19693041
4995,0.2006237
4996,0.19257706
4997,0.20218176
4998,0.18947181
